,Date,Hour,TempAvgF
2180,2016-03-31,21,76
2181,2016-03-31,22,76
2182,2016-03-31,23,76
2183,2016-03-31,24,76
2184,2016-04-01,1,59
2185,2016-04-01,2,59
2186,2016-04-01,3,59
2187,2016-04-01,4,59
2188,2016-04-01,5,59
2189,2016-04-01,6,59
2190,2016-04-01,7,59
2191,2016-04-01,8,59
2192,2016-04-01,9,59
2193,2016-04-01,10,59
2194,2016-04-01,11,59
2195,2016-04-01,12,59
2196,2016-04-01,13,59
2197,2016-04-01,14,59
2198,2016-04-01,15,59
2199,2016-04-01,16,59
2200,2016-04-01,17,59
2201,2016-04-01,18,59
2202,2016-04-01,19,59
2203,2016-04-01,20,59
2204,2016-04-01,21,59
2205,2016-04-01,22,59
2206,2016-04-01,23,59
2207,2016-04-01,24,59
2208,2016-04-02,1,60
2209,2016-04-02,2,60
2210,2016-04-02,3,60
2211,2016-04-02,4,60
2212,2016-04-02,5,60
2213,2016-04-02,6,60
2214,2016-04-02,7,60
2215,2016-04-02,8,60
2216,2016-04-02,9,60
2217,2016-04-02,10,60
2218,2016-04-02,11,60
2219,2016-04-02,12,60
2220,2016-04-02,13,60
2221,2016-04-02,14,60
2222,2016-04-02,15,60
2223,2016-04-02,16,60
2224,2016-04-02,17,60
2225,2016-04-02,18,60
2226,2016-04-02,19,60
2227,2016-04-02,20,60
2228,2016-04-02,21,60
2229,2016-04-02,22,60
2230,2016-04-02,23,60
2231,2016-04-02,24,60
2232,2016-04-03,1,62
2233,2016-04-03,2,62
2234,2016-04-03,3,62
2235,2016-04-03,4,62
2236,2016-04-03,5,62
2237,2016-04-03,6,62
2238,2016-04-03,7,62
2239,2016-04-03,8,62
2240,2016-04-03,9,62
2241,2016-04-03,10,62
2242,2016-04-03,11,62
2243,2016-04-03,12,62
2244,2016-04-03,13,62
2245,2016-04-03,14,62
2246,2016-04-03,15,62
2247,2016-04-03,16,62
2248,2016-04-03,17,62
2249,2016-04-03,18,62
2250,2016-04-03,19,62
2251,2016-04-03,20,62
2252,2016-04-03,21,62
2253,2016-04-03,22,62
2254,2016-04-03,23,62
2255,2016-04-03,24,62
2256,2016-04-04,1,68
2257,2016-04-04,2,68
2258,2016-04-04,3,68
2259,2016-04-04,4,68
2260,2016-04-04,5,68
2261,2016-04-04,6,68
2262,2016-04-04,7,68
2263,2016-04-04,8,68
2264,2016-04-04,9,68
2265,2016-04-04,10,68
2266,2016-04-04,11,68
2267,2016-04-04,12,68
2268,2016-04-04,13,68
2269,2016-04-04,14,68
2270,2016-04-04,15,68
2271,2016-04-04,16,68
2272,2016-04-04,17,68
2273,2016-04-04,18,68
2274,2016-04-04,19,68
2275,2016-04-04,20,68
2276,2016-04-04,21,68
2277,2016-04-04,22,68
2278,2016-04-04,23,68
2279,2016-04-04,24,68
2280,2016-04-05,1,68
2281,2016-04-05,2,68
2282,2016-04-05,3,68
2283,2016-04-05,4,68
2284,2016-04-05,5,68
2285,2016-04-05,6,68
2286,2016-04-05,7,68
2287,2016-04-05,8,68
2288,2016-04-05,9,68
2289,2016-04-05,10,68
2290,2016-04-05,11,68
2291,2016-04-05,12,68
2292,2016-04-05,13,68
2293,2016-04-05,14,68
2294,2016-04-05,15,68
2295,2016-04-05,16,68
2296,2016-04-05,17,68
2297,2016-04-05,18,68
2298,2016-04-05,19,68
2299,2016-04-05,20,68
2300,2016-04-05,21,68
2301,2016-04-05,22,68
2302,2016-04-05,23,68
2303,2016-04-05,24,68
2304,2016-04-06,1,69
2305,2016-04-06,2,69
2306,2016-04-06,3,69
2307,2016-04-06,4,69
2308,2016-04-06,5,69
2309,2016-04-06,6,69
2310,2016-04-06,7,69
2311,2016-04-06,8,69
2312,2016-04-06,9,69
2313,2016-04-06,10,69
2314,2016-04-06,11,69
2315,2016-04-06,12,69
2316,2016-04-06,13,69
2317,2016-04-06,14,69
2318,2016-04-06,15,69
2319,2016-04-06,16,69
2320,2016-04-06,17,69
2321,2016-04-06,18,69
2322,2016-04-06,19,69
2323,2016-04-06,20,69
2324,2016-04-06,21,69
2325,2016-04-06,22,69
2326,2016-04-06,23,69
2327,2016-04-06,24,69
2328,2016-04-07,1,67
2329,2016-04-07,2,67
2330,2016-04-07,3,67
2331,2016-04-07,4,67
2332,2016-04-07,5,67
2333,2016-04-07,6,67
2334,2016-04-07,7,67
2335,2016-04-07,8,67
2336,2016-04-07,9,67
2337,2016-04-07,10,67
2338,2016-04-07,11,67
2339,2016-04-07,12,67
2340,2016-04-07,13,67
2341,2016-04-07,14,67
2342,2016-04-07,15,67
2343,2016-04-07,16,67
2344,2016-04-07,17,67
2345,2016-04-07,18,67
2346,2016-04-07,19,67
2347,2016-04-07,20,67
2348,2016-04-07,21,67
2349,2016-04-07,22,67
2350,2016-04-07,23,67
2351,2016-04-07,24,67
2352,2016-04-08,1,68
2353,2016-04-08,2,68
2354,2016-04-08,3,68
2355,2016-04-08,4,68
2356,2016-04-08,5,68
2357,2016-04-08,6,68
2358,2016-04-08,7,68
2359,2016-04-08,8,68
2360,2016-04-08,9,68
2361,2016-04-08,10,68
2362,2016-04-08,11,68
2363,2016-04-08,12,68
2364,2016-04-08,13,68
2365,2016-04-08,14,68
2366,2016-04-08,15,68
2367,2016-04-08,16,68
2368,2016-04-08,17,68
2369,2016-04-08,18,68
2370,2016-04-08,19,68
2371,2016-04-08,20,68
2372,2016-04-08,21,68
2373,2016-04-08,22,68
2374,2016-04-08,23,68
2375,2016-04-08,24,68
2376,2016-04-09,1,68
2377,2016-04-09,2,68
2378,2016-04-09,3,68
2379,2016-04-09,4,68
2380,2016-04-09,5,68
2381,2016-04-09,6,68
2382,2016-04-09,7,68
2383,2016-04-09,8,68
2384,2016-04-09,9,68
2385,2016-04-09,10,68
2386,2016-04-09,11,68
2387,2016-04-09,12,68
2388,2016-04-09,13,68
2389,2016-04-09,14,68
2390,2016-04-09,15,68
2391,2016-04-09,16,68
2392,2016-04-09,17,68
2393,2016-04-09,18,68
2394,2016-04-09,19,68
2395,2016-04-09,20,68
2396,2016-04-09,21,68
2397,2016-04-09,22,68
2398,2016-04-09,23,68
2399,2016-04-09,24,68
2400,2016-04-10,1,72
2401,2016-04-10,2,72
2402,2016-04-10,3,72
2403,2016-04-10,4,72
2404,2016-04-10,5,72
2405,2016-04-10,6,72
2406,2016-04-10,7,72
2407,2016-04-10,8,72
2408,2016-04-10,9,72
2409,2016-04-10,10,72
2410,2016-04-10,11,72
2411,2016-04-10,12,72
2412,2016-04-10,13,72
2413,2016-04-10,14,72
2414,2016-04-10,15,72
2415,2016-04-10,16,72
2416,2016-04-10,17,72
2417,2016-04-10,18,72
2418,2016-04-10,19,72
2419,2016-04-10,20,72
2420,2016-04-10,21,72
2421,2016-04-10,22,72
2422,2016-04-10,23,72
2423,2016-04-10,24,72
2424,2016-04-11,1,80
2425,2016-04-11,2,80
2426,2016-04-11,3,80
2427,2016-04-11,4,80
2428,2016-04-11,5,80
2429,2016-04-11,6,80
2430,2016-04-11,7,80
2431,2016-04-11,8,80
2432,2016-04-11,9,80
2433,2016-04-11,10,80
2434,2016-04-11,11,80
2435,2016-04-11,12,80
2436,2016-04-11,13,80
2437,2016-04-11,14,80
2438,2016-04-11,15,80
2439,2016-04-11,16,80
2440,2016-04-11,17,80
2441,2016-04-11,18,80
2442,2016-04-11,19,80
2443,2016-04-11,20,80
2444,2016-04-11,21,80
2445,2016-04-11,22,80
2446,2016-04-11,23,80
2447,2016-04-11,24,80
2448,2016-04-12,1,68
2449,2016-04-12,2,68
2450,2016-04-12,3,68
2451,2016-04-12,4,68
2452,2016-04-12,5,68
2453,2016-04-12,6,68
2454,2016-04-12,7,68
2455,2016-04-12,8,68
2456,2016-04-12,9,68
2457,2016-04-12,10,68
2458,2016-04-12,11,68
2459,2016-04-12,12,68
2460,2016-04-12,13,68
2461,2016-04-12,14,68
2462,2016-04-12,15,68
2463,2016-04-12,16,68
2464,2016-04-12,17,68
2465,2016-04-12,18,68
2466,2016-04-12,19,68
2467,2016-04-12,20,68
2468,2016-04-12,21,68
2469,2016-04-12,22,68
2470,2016-04-12,23,68
2471,2016-04-12,24,68
2472,2016-04-13,1,65
2473,2016-04-13,2,65
2474,2016-04-13,3,65
2475,2016-04-13,4,65
2476,2016-04-13,5,65
2477,2016-04-13,6,65
2478,2016-04-13,7,65
2479,2016-04-13,8,65
2480,2016-04-13,9,65
2481,2016-04-13,10,65
2482,2016-04-13,11,65
2483,2016-04-13,12,65
2484,2016-04-13,13,65
2485,2016-04-13,14,65
2486,2016-04-13,15,65
2487,2016-04-13,16,65
2488,2016-04-13,17,65
2489,2016-04-13,18,65
2490,2016-04-13,19,65
2491,2016-04-13,20,65
2492,2016-04-13,21,65
2493,2016-04-13,22,65
2494,2016-04-13,23,65
2495,2016-04-13,24,65
2496,2016-04-14,1,66
2497,2016-04-14,2,66
2498,2016-04-14,3,66
2499,2016-04-14,4,66
2500,2016-04-14,5,66
2501,2016-04-14,6,66
2502,2016-04-14,7,66
2503,2016-04-14,8,66
2504,2016-04-14,9,66
2505,2016-04-14,10,66
2506,2016-04-14,11,66
2507,2016-04-14,12,66
2508,2016-04-14,13,66
2509,2016-04-14,14,66
2510,2016-04-14,15,66
2511,2016-04-14,16,66
2512,2016-04-14,17,66
2513,2016-04-14,18,66
2514,2016-04-14,19,66
2515,2016-04-14,20,66
2516,2016-04-14,21,66
2517,2016-04-14,22,66
2518,2016-04-14,23,66
2519,2016-04-14,24,66
2520,2016-04-15,1,67
2521,2016-04-15,2,67
2522,2016-04-15,3,67
2523,2016-04-15,4,67
2524,2016-04-15,5,67
2525,2016-04-15,6,67
2526,2016-04-15,7,67
2527,2016-04-15,8,67
2528,2016-04-15,9,67
2529,2016-04-15,10,67
2530,2016-04-15,11,67
2531,2016-04-15,12,67
2532,2016-04-15,13,67
2533,2016-04-15,14,67
2534,2016-04-15,15,67
2535,2016-04-15,16,67
2536,2016-04-15,17,67
2537,2016-04-15,18,67
2538,2016-04-15,19,67
2539,2016-04-15,20,67
2540,2016-04-15,21,67
2541,2016-04-15,22,67
2542,2016-04-15,23,67
2543,2016-04-15,24,67
2544,2016-04-16,1,70
2545,2016-04-16,2,70
2546,2016-04-16,3,70
2547,2016-04-16,4,70
2548,2016-04-16,5,70
2549,2016-04-16,6,70
2550,2016-04-16,7,70
2551,2016-04-16,8,70
2552,2016-04-16,9,70
2553,2016-04-16,10,70
2554,2016-04-16,11,70
2555,2016-04-16,12,70
2556,2016-04-16,13,70
2557,2016-04-16,14,70
2558,2016-04-16,15,70
2559,2016-04-16,16,70
2560,2016-04-16,17,70
2561,2016-04-16,18,70
2562,2016-04-16,19,70
2563,2016-04-16,20,70
2564,2016-04-16,21,70
2565,2016-04-16,22,70
2566,2016-04-16,23,70
2567,2016-04-16,24,70
2568,2016-04-17,1,71
2569,2016-04-17,2,71
2570,2016-04-17,3,71
2571,2016-04-17,4,71
2572,2016-04-17,5,71
2573,2016-04-17,6,71
2574,2016-04-17,7,71
2575,2016-04-17,8,71
2576,2016-04-17,9,71
2577,2016-04-17,10,71
2578,2016-04-17,11,71
2579,2016-04-17,12,71
2580,2016-04-17,13,71
2581,2016-04-17,14,71
2582,2016-04-17,15,71
2583,2016-04-17,16,71
2584,2016-04-17,17,71
2585,2016-04-17,18,71
2586,2016-04-17,19,71
2587,2016-04-17,20,71
2588,2016-04-17,21,71
2589,2016-04-17,22,71
2590,2016-04-17,23,71
2591,2016-04-17,24,71
2592,2016-04-18,1,69
2593,2016-04-18,2,69
2594,2016-04-18,3,69
2595,2016-04-18,4,69
2596,2016-04-18,5,69
2597,2016-04-18,6,69
2598,2016-04-18,7,69
2599,2016-04-18,8,69
2600,2016-04-18,9,69
2601,2016-04-18,10,69
2602,2016-04-18,11,69
2603,2016-04-18,12,69
2604,2016-04-18,13,69
2605,2016-04-18,14,69
2606,2016-04-18,15,69
2607,2016-04-18,16,69
2608,2016-04-18,17,69
2609,2016-04-18,18,69
2610,2016-04-18,19,69
2611,2016-04-18,20,69
2612,2016-04-18,21,69
2613,2016-04-18,22,69
2614,2016-04-18,23,69
2615,2016-04-18,24,69
2616,2016-04-19,1,72
2617,2016-04-19,2,72
2618,2016-04-19,3,72
2619,2016-04-19,4,72
2620,2016-04-19,5,72
2621,2016-04-19,6,72
2622,2016-04-19,7,72
2623,2016-04-19,8,72
2624,2016-04-19,9,72
2625,2016-04-19,10,72
2626,2016-04-19,11,72
2627,2016-04-19,12,72
2628,2016-04-19,13,72
2629,2016-04-19,14,72
2630,2016-04-19,15,72
2631,2016-04-19,16,72
2632,2016-04-19,17,72
2633,2016-04-19,18,72
2634,2016-04-19,19,72
2635,2016-04-19,20,72
2636,2016-04-19,21,72
2637,2016-04-19,22,72
2638,2016-04-19,23,72
2639,2016-04-19,24,72
2640,2016-04-20,1,71
2641,2016-04-20,2,71
2642,2016-04-20,3,71
2643,2016-04-20,4,71
2644,2016-04-20,5,71
2645,2016-04-20,6,71
2646,2016-04-20,7,71
2647,2016-04-20,8,71
2648,2016-04-20,9,71
2649,2016-04-20,10,71
2650,2016-04-20,11,71
2651,2016-04-20,12,71
2652,2016-04-20,13,71
2653,2016-04-20,14,71
2654,2016-04-20,15,71
2655,2016-04-20,16,71
2656,2016-04-20,17,71
2657,2016-04-20,18,71
2658,2016-04-20,19,71
2659,2016-04-20,20,71
2660,2016-04-20,21,71
2661,2016-04-20,22,71
2662,2016-04-20,23,71
2663,2016-04-20,24,71
2664,2016-04-21,1,72
2665,2016-04-21,2,72
2666,2016-04-21,3,72
2667,2016-04-21,4,72
2668,2016-04-21,5,72
2669,2016-04-21,6,72
2670,2016-04-21,7,72
2671,2016-04-21,8,72
2672,2016-04-21,9,72
2673,2016-04-21,10,72
2674,2016-04-21,11,72
2675,2016-04-21,12,72
2676,2016-04-21,13,72
2677,2016-04-21,14,72
2678,2016-04-21,15,72
2679,2016-04-21,16,72
2680,2016-04-21,17,72
2681,2016-04-21,18,72
2682,2016-04-21,19,72
2683,2016-04-21,20,72
2684,2016-04-21,21,72
2685,2016-04-21,22,72
2686,2016-04-21,23,72
2687,2016-04-21,24,72
2688,2016-04-22,1,72
2689,2016-04-22,2,72
2690,2016-04-22,3,72
2691,2016-04-22,4,72
2692,2016-04-22,5,72
2693,2016-04-22,6,72
2694,2016-04-22,7,72
2695,2016-04-22,8,72
2696,2016-04-22,9,72
2697,2016-04-22,10,72
2698,2016-04-22,11,72
2699,2016-04-22,12,72
2700,2016-04-22,13,72
2701,2016-04-22,14,72
2702,2016-04-22,15,72
2703,2016-04-22,16,72
2704,2016-04-22,17,72
2705,2016-04-22,18,72
2706,2016-04-22,19,72
2707,2016-04-22,20,72
2708,2016-04-22,21,72
2709,2016-04-22,22,72
2710,2016-04-22,23,72
2711,2016-04-22,24,72
2712,2016-04-23,1,69
2713,2016-04-23,2,69
2714,2016-04-23,3,69
2715,2016-04-23,4,69
2716,2016-04-23,5,69
2717,2016-04-23,6,69
2718,2016-04-23,7,69
2719,2016-04-23,8,69
2720,2016-04-23,9,69
2721,2016-04-23,10,69
2722,2016-04-23,11,69
2723,2016-04-23,12,69
2724,2016-04-23,13,69
2725,2016-04-23,14,69
2726,2016-04-23,15,69
2727,2016-04-23,16,69
2728,2016-04-23,17,69
2729,2016-04-23,18,69
2730,2016-04-23,19,69
2731,2016-04-23,20,69
2732,2016-04-23,21,69
2733,2016-04-23,22,69
2734,2016-04-23,23,69
2735,2016-04-23,24,69
2736,2016-04-24,1,71
2737,2016-04-24,2,71
2738,2016-04-24,3,71
2739,2016-04-24,4,71
2740,2016-04-24,5,71
2741,2016-04-24,6,71
2742,2016-04-24,7,71
2743,2016-04-24,8,71
2744,2016-04-24,9,71
2745,2016-04-24,10,71
2746,2016-04-24,11,71
2747,2016-04-24,12,71
2748,2016-04-24,13,71
2749,2016-04-24,14,71
2750,2016-04-24,15,71
2751,2016-04-24,16,71
2752,2016-04-24,17,71
2753,2016-04-24,18,71
2754,2016-04-24,19,71
2755,2016-04-24,20,71
2756,2016-04-24,21,71
2757,2016-04-24,22,71
2758,2016-04-24,23,71
2759,2016-04-24,24,71
2760,2016-04-25,1,79
2761,2016-04-25,2,79
2762,2016-04-25,3,79
2763,2016-04-25,4,79
2764,2016-04-25,5,79
2765,2016-04-25,6,79
2766,2016-04-25,7,79
2767,2016-04-25,8,79
2768,2016-04-25,9,79
2769,2016-04-25,10,79
2770,2016-04-25,11,79
2771,2016-04-25,12,79
2772,2016-04-25,13,79
2773,2016-04-25,14,79
2774,2016-04-25,15,79
2775,2016-04-25,16,79
2776,2016-04-25,17,79
2777,2016-04-25,18,79
2778,2016-04-25,19,79
2779,2016-04-25,20,79
2780,2016-04-25,21,79
2781,2016-04-25,22,79
2782,2016-04-25,23,79
2783,2016-04-25,24,79
2784,2016-04-26,1,79
2785,2016-04-26,2,79
2786,2016-04-26,3,79
2787,2016-04-26,4,79
2788,2016-04-26,5,79
2789,2016-04-26,6,79
2790,2016-04-26,7,79
2791,2016-04-26,8,79
2792,2016-04-26,9,79
2793,2016-04-26,10,79
2794,2016-04-26,11,79
2795,2016-04-26,12,79
2796,2016-04-26,13,79
2797,2016-04-26,14,79
2798,2016-04-26,15,79
2799,2016-04-26,16,79
2800,2016-04-26,17,79
2801,2016-04-26,18,79
2802,2016-04-26,19,79
2803,2016-04-26,20,79
2804,2016-04-26,21,79
2805,2016-04-26,22,79
2806,2016-04-26,23,79
2807,2016-04-26,24,79
2808,2016-04-27,1,76
2809,2016-04-27,2,76
2810,2016-04-27,3,76
2811,2016-04-27,4,76
2812,2016-04-27,5,76
2813,2016-04-27,6,76
2814,2016-04-27,7,76
2815,2016-04-27,8,76
2816,2016-04-27,9,76
2817,2016-04-27,10,76
2818,2016-04-27,11,76
2819,2016-04-27,12,76
2820,2016-04-27,13,76
2821,2016-04-27,14,76
2822,2016-04-27,15,76
2823,2016-04-27,16,76
2824,2016-04-27,17,76
2825,2016-04-27,18,76
2826,2016-04-27,19,76
2827,2016-04-27,20,76
2828,2016-04-27,21,76
2829,2016-04-27,22,76
2830,2016-04-27,23,76
2831,2016-04-27,24,76
2832,2016-04-28,1,75
2833,2016-04-28,2,75
2834,2016-04-28,3,75
2835,2016-04-28,4,75
2836,2016-04-28,5,75
2837,2016-04-28,6,75
2838,2016-04-28,7,75
2839,2016-04-28,8,75
2840,2016-04-28,9,75
2841,2016-04-28,10,75
2842,2016-04-28,11,75
2843,2016-04-28,12,75
2844,2016-04-28,13,75
2845,2016-04-28,14,75
2846,2016-04-28,15,75
2847,2016-04-28,16,75
2848,2016-04-28,17,75
2849,2016-04-28,18,75
2850,2016-04-28,19,75
2851,2016-04-28,20,75
2852,2016-04-28,21,75
2853,2016-04-28,22,75
2854,2016-04-28,23,75
2855,2016-04-28,24,75
2856,2016-04-29,1,80
2857,2016-04-29,2,80
2858,2016-04-29,3,80
2859,2016-04-29,4,80
2860,2016-04-29,5,80
2861,2016-04-29,6,80
2862,2016-04-29,7,80
2863,2016-04-29,8,80
2864,2016-04-29,9,80
2865,2016-04-29,10,80
2866,2016-04-29,11,80
2867,2016-04-29,12,80
2868,2016-04-29,13,80
2869,2016-04-29,14,80
2870,2016-04-29,15,80
2871,2016-04-29,16,80
2872,2016-04-29,17,80
2873,2016-04-29,18,80
2874,2016-04-29,19,80
2875,2016-04-29,20,80
2876,2016-04-29,21,80
2877,2016-04-29,22,80
2878,2016-04-29,23,80
2879,2016-04-29,24,80
2880,2016-04-30,1,76
2881,2016-04-30,2,76
2882,2016-04-30,3,76
2883,2016-04-30,4,76
2884,2016-04-30,5,76
2885,2016-04-30,6,76
2886,2016-04-30,7,76
2887,2016-04-30,8,76
2888,2016-04-30,9,76
2889,2016-04-30,10,76
2890,2016-04-30,11,76
2891,2016-04-30,12,76
2892,2016-04-30,13,76
2893,2016-04-30,14,76
2894,2016-04-30,15,76
2895,2016-04-30,16,76
2896,2016-04-30,17,76
2897,2016-04-30,18,76
2898,2016-04-30,19,76
2899,2016-04-30,20,76
2900,2016-04-30,21,76
2901,2016-04-30,22,76
2902,2016-04-30,23,76
2903,2016-04-30,24,76
2904,2016-05-01,1,72
2905,2016-05-01,2,72
2906,2016-05-01,3,72
2907,2016-05-01,4,72
2908,2016-05-01,5,72
2909,2016-05-01,6,72
2910,2016-05-01,7,72
2911,2016-05-01,8,72
2912,2016-05-01,9,72
2913,2016-05-01,10,72
2914,2016-05-01,11,72
2915,2016-05-01,12,72
2916,2016-05-01,13,72
2917,2016-05-01,14,72
2918,2016-05-01,15,72
2919,2016-05-01,16,72
2920,2016-05-01,17,72
2921,2016-05-01,18,72
2922,2016-05-01,19,72
2923,2016-05-01,20,72
2924,2016-05-01,21,72
2925,2016-05-01,22,72
2926,2016-05-01,23,72
2927,2016-05-01,24,72
2928,2016-05-02,1,64
2929,2016-05-02,2,64
2930,2016-05-02,3,64
2931,2016-05-02,4,64
2932,2016-05-02,5,64
2933,2016-05-02,6,64
2934,2016-05-02,7,64
2935,2016-05-02,8,64
2936,2016-05-02,9,64
2937,2016-05-02,10,64
2938,2016-05-02,11,64
2939,2016-05-02,12,64
2940,2016-05-02,13,64
2941,2016-05-02,14,64
2942,2016-05-02,15,64
2943,2016-05-02,16,64
2944,2016-05-02,17,64
2945,2016-05-02,18,64
2946,2016-05-02,19,64
2947,2016-05-02,20,64
2948,2016-05-02,21,64
2949,2016-05-02,22,64
2950,2016-05-02,23,64
2951,2016-05-02,24,64
2952,2016-05-03,1,67
2953,2016-05-03,2,67
2954,2016-05-03,3,67
2955,2016-05-03,4,67
2956,2016-05-03,5,67
2957,2016-05-03,6,67
2958,2016-05-03,7,67
2959,2016-05-03,8,67
2960,2016-05-03,9,67
2961,2016-05-03,10,67
2962,2016-05-03,11,67
2963,2016-05-03,12,67
2964,2016-05-03,13,67
2965,2016-05-03,14,67
2966,2016-05-03,15,67
2967,2016-05-03,16,67
2968,2016-05-03,17,67
2969,2016-05-03,18,67
2970,2016-05-03,19,67
2971,2016-05-03,20,67
2972,2016-05-03,21,67
2973,2016-05-03,22,67
2974,2016-05-03,23,67
2975,2016-05-03,24,67
2976,2016-05-04,1,71
2977,2016-05-04,2,71
2978,2016-05-04,3,71
2979,2016-05-04,4,71
2980,2016-05-04,5,71
2981,2016-05-04,6,71
2982,2016-05-04,7,71
2983,2016-05-04,8,71
2984,2016-05-04,9,71
2985,2016-05-04,10,71
2986,2016-05-04,11,71
2987,2016-05-04,12,71
2988,2016-05-04,13,71
2989,2016-05-04,14,71
2990,2016-05-04,15,71
2991,2016-05-04,16,71
2992,2016-05-04,17,71
2993,2016-05-04,18,71
2994,2016-05-04,19,71
2995,2016-05-04,20,71
2996,2016-05-04,21,71
2997,2016-05-04,22,71
2998,2016-05-04,23,71
2999,2016-05-04,24,71
3000,2016-05-05,1,74
3001,2016-05-05,2,74
3002,2016-05-05,3,74
3003,2016-05-05,4,74
3004,2016-05-05,5,74
3005,2016-05-05,6,74
3006,2016-05-05,7,74
3007,2016-05-05,8,74
3008,2016-05-05,9,74
3009,2016-05-05,10,74
3010,2016-05-05,11,74
3011,2016-05-05,12,74
3012,2016-05-05,13,74
3013,2016-05-05,14,74
3014,2016-05-05,15,74
3015,2016-05-05,16,74
3016,2016-05-05,17,74
3017,2016-05-05,18,74
3018,2016-05-05,19,74
3019,2016-05-05,20,74
3020,2016-05-05,21,74
3021,2016-05-05,22,74
3022,2016-05-05,23,74
3023,2016-05-05,24,74
3024,2016-05-06,1,71
3025,2016-05-06,2,71
3026,2016-05-06,3,71
3027,2016-05-06,4,71
3028,2016-05-06,5,71
3029,2016-05-06,6,71
3030,2016-05-06,7,71
3031,2016-05-06,8,71
3032,2016-05-06,9,71
3033,2016-05-06,10,71
3034,2016-05-06,11,71
3035,2016-05-06,12,71
3036,2016-05-06,13,71
3037,2016-05-06,14,71
3038,2016-05-06,15,71
3039,2016-05-06,16,71
3040,2016-05-06,17,71
3041,2016-05-06,18,71
3042,2016-05-06,19,71
3043,2016-05-06,20,71
3044,2016-05-06,21,71
3045,2016-05-06,22,71
3046,2016-05-06,23,71
3047,2016-05-06,24,71
3048,2016-05-07,1,73
3049,2016-05-07,2,73
3050,2016-05-07,3,73
3051,2016-05-07,4,73
3052,2016-05-07,5,73
3053,2016-05-07,6,73
3054,2016-05-07,7,73
3055,2016-05-07,8,73
3056,2016-05-07,9,73
3057,2016-05-07,10,73
3058,2016-05-07,11,73
3059,2016-05-07,12,73
3060,2016-05-07,13,73
3061,2016-05-07,14,73
3062,2016-05-07,15,73
3063,2016-05-07,16,73
3064,2016-05-07,17,73
3065,2016-05-07,18,73
3066,2016-05-07,19,73
3067,2016-05-07,20,73
3068,2016-05-07,21,73
3069,2016-05-07,22,73
3070,2016-05-07,23,73
3071,2016-05-07,24,73
3072,2016-05-08,1,70
3073,2016-05-08,2,70
3074,2016-05-08,3,70
3075,2016-05-08,4,70
3076,2016-05-08,5,70
3077,2016-05-08,6,70
3078,2016-05-08,7,70
3079,2016-05-08,8,70
3080,2016-05-08,9,70
3081,2016-05-08,10,70
3082,2016-05-08,11,70
3083,2016-05-08,12,70
3084,2016-05-08,13,70
3085,2016-05-08,14,70
3086,2016-05-08,15,70
3087,2016-05-08,16,70
3088,2016-05-08,17,70
3089,2016-05-08,18,70
3090,2016-05-08,19,70
3091,2016-05-08,20,70
3092,2016-05-08,21,70
3093,2016-05-08,22,70
3094,2016-05-08,23,70
3095,2016-05-08,24,70
3096,2016-05-09,1,77
3097,2016-05-09,2,77
3098,2016-05-09,3,77
3099,2016-05-09,4,77
3100,2016-05-09,5,77
3101,2016-05-09,6,77
3102,2016-05-09,7,77
3103,2016-05-09,8,77
3104,2016-05-09,9,77
3105,2016-05-09,10,77
3106,2016-05-09,11,77
3107,2016-05-09,12,77
3108,2016-05-09,13,77
3109,2016-05-09,14,77
3110,2016-05-09,15,77
3111,2016-05-09,16,77
3112,2016-05-09,17,77
3113,2016-05-09,18,77
3114,2016-05-09,19,77
3115,2016-05-09,20,77
3116,2016-05-09,21,77
3117,2016-05-09,22,77
3118,2016-05-09,23,77
3119,2016-05-09,24,77
3120,2016-05-10,1,79
3121,2016-05-10,2,79
3122,2016-05-10,3,79
3123,2016-05-10,4,79
3124,2016-05-10,5,79
3125,2016-05-10,6,79
3126,2016-05-10,7,79
3127,2016-05-10,8,79
3128,2016-05-10,9,79
3129,2016-05-10,10,79
3130,2016-05-10,11,79
3131,2016-05-10,12,79
3132,2016-05-10,13,79
3133,2016-05-10,14,79
3134,2016-05-10,15,79
3135,2016-05-10,16,79
3136,2016-05-10,17,79
3137,2016-05-10,18,79
3138,2016-05-10,19,79
3139,2016-05-10,20,79
3140,2016-05-10,21,79
3141,2016-05-10,22,79
3142,2016-05-10,23,79
3143,2016-05-10,24,79
3144,2016-05-11,1,76
3145,2016-05-11,2,76
3146,2016-05-11,3,76
3147,2016-05-11,4,76
3148,2016-05-11,5,76
3149,2016-05-11,6,76
3150,2016-05-11,7,76
3151,2016-05-11,8,76
3152,2016-05-11,9,76
3153,2016-05-11,10,76
3154,2016-05-11,11,76
3155,2016-05-11,12,76
3156,2016-05-11,13,76
3157,2016-05-11,14,76
3158,2016-05-11,15,76
3159,2016-05-11,16,76
3160,2016-05-11,17,76
3161,2016-05-11,18,76
3162,2016-05-11,19,76
3163,2016-05-11,20,76
3164,2016-05-11,21,76
3165,2016-05-11,22,76
3166,2016-05-11,23,76
3167,2016-05-11,24,76
3168,2016-05-12,1,76
3169,2016-05-12,2,76
3170,2016-05-12,3,76
3171,2016-05-12,4,76
3172,2016-05-12,5,76
3173,2016-05-12,6,76
3174,2016-05-12,7,76
3175,2016-05-12,8,76
3176,2016-05-12,9,76
3177,2016-05-12,10,76
